Timestamp,Open,High,Low,Close,Volume
2025-12-12 13:15:00.000,177.57,178.18,177.5642,177.75,1205494
2025-12-12 13:20:00.000,177.74,177.7551,177.25,177.36,942489
2025-12-12 13:25:00.000,177.335,177.5,177.195,177.45,721842
2025-12-12 13:30:00.000,177.4515,177.59,177.245,177.51,596877
2025-12-12 13:35:00.000,177.525,177.67,177.3,177.6497,699107
2025-12-12 13:40:00.000,177.65,177.7858,177.1001,177.17,877771
2025-12-12 13:45:00.000,177.165,177.42,177.09,177.41,629622
2025-12-12 13:50:00.000,177.4,177.6199,177.285,177.38,540754
2025-12-12 13:55:00.000,177.375,177.44,176.88,176.91,671450
2025-12-12 14:00:00.000,176.92,177.01,176.66,176.8116,851709
2025-12-12 14:05:00.000,176.8,176.9,176.46,176.5145,653960
2025-12-12 14:10:00.000,176.51,176.73,176.285,176.3058,718645
2025-12-12 14:15:00.000,176.3,176.52,176.21,176.31,614650
2025-12-12 14:20:00.000,176.3116,176.5499,176.1,176.31,727794
2025-12-12 14:25:00.000,176.31,176.33,176.035,176.2137,643676
2025-12-12 14:30:00.000,176.21,176.6,176.2,176.45,946091
2025-12-12 14:35:00.000,176.449,176.56,176.29,176.3363,587146
2025-12-12 14:40:00.000,176.34,176.66,176.27,176.295,737449
2025-12-12 14:45:00.000,176.3,176.335,176.07,176.19,494443
2025-12-12 14:50:00.000,176.2,176.39,176.19,176.36,474385
2025-12-12 14:55:00.000,176.3501,176.49,176.15,176.297,591638
2025-12-12 15:00:00.000,176.3,176.41,176.18,176.35,458611
2025-12-12 15:05:00.000,176.35,176.675,176.32,176.625,691093
2025-12-12 15:10:00.000,176.6258,176.635,175.985,175.985,1143264
2025-12-12 15:15:00.000,175.98,176.1,175.8,176.03,1051200
2025-12-12 15:20:00.000,176.05,176.185,175.99,176.045,702444
2025-12-12 15:25:00.000,176.045,176.06,175.68,175.905,1090345
2025-12-12 15:30:00.000,175.9,176.015,175.555,175.92,1068009
2025-12-12 15:35:00.000,175.93,175.9793,175.35,175.505,1131537
2025-12-12 15:40:00.000,175.5,175.775,175.41,175.555,1069527
2025-12-12 15:45:00.000,175.545,175.66,175.0,175.075,2025488
2025-12-12 15:50:00.000,175.09,175.2,174.62,174.885,2496361
2025-12-12 15:55:00.000,174.88,175.19,174.76,174.99,3434641
2025-12-12 16:00:00.000,175.0033,175.0897,174.7702,175.03,21389574
2025-12-12 16:05:00.000,174.97,175.05,174.9,175.0497,3406945
2025-12-12 16:10:00.000,175.0302,175.15,175.01,175.09,48268
2025-12-12 16:15:00.000,175.0799,175.17,175.03,175.09,41646
2025-12-12 16:20:00.000,175.11,175.18,175.02,175.05,561195
2025-12-12 16:25:00.000,175.0497,175.1,174.95,175.0544,54508
2025-12-12 16:30:00.000,175.05,175.08,174.96,174.98,20118
2025-12-12 16:35:00.000,175.0,175.13,174.9823,175.13,16903
2025-12-12 16:40:00.000,175.129,175.17,175.07,175.14,29991
2025-12-12 16:45:00.000,175.12,175.15,175.02,175.13,15170
2025-12-12 16:50:00.000,175.12,175.13,175.1,175.12,15673
2025-12-12 16:55:00.000,175.12,175.13,175.07,175.11,16438
2025-12-12 17:00:00.000,175.1097,175.13,174.95,175.03,26797
2025-12-12 17:05:00.000,175.0395,175.07,174.9904,175.02,11790
2025-12-12 17:10:00.000,175.04,175.04,174.9604,175.0,13985
2025-12-12 17:15:00.000,174.99,175.01,174.94,174.97,15667
2025-12-12 17:20:00.000,174.98,175.03,174.95,175.01,19493
2025-12-12 17:25:00.000,175.01,175.05,174.98,175.05,27958
2025-12-12 17:30:00.000,175.05,175.05,174.99,175.03,17233
2025-12-12 17:35:00.000,175.04,175.16,175.02,175.1,133205
2025-12-12 17:40:00.000,175.13,175.13,175.03,175.05,9362
2025-12-12 17:45:00.000,175.05,175.07,175.02,175.02,12437
2025-12-12 17:50:00.000,175.02,175.03,175.0,175.02,192874
2025-12-12 17:55:00.000,175.0297,175.06,174.99,174.99,8458
2025-12-12 18:00:00.000,175.0,175.0,174.95,174.96,17754
2025-12-12 18:05:00.000,174.95,174.96,174.8404,174.8404,12261
2025-12-12 18:10:00.000,174.84,174.86,174.8,174.86,13417
2025-12-12 18:15:00.000,174.88,174.94,174.8699,174.93,12162
2025-12-12 18:20:00.000,174.92,174.94,174.9,174.9,11602
2025-12-12 18:25:00.000,174.9006,174.96,174.9,174.96,4698
2025-12-12 18:30:00.000,174.98,174.99,174.96,174.9898,15130
2025-12-12 18:35:00.000,174.99,175.0,174.92,174.94,15894
2025-12-12 18:40:00.000,174.93,174.99,174.9002,174.98,20224
2025-12-12 18:45:00.000,174.9793,174.99,174.9398,174.9398,14941
2025-12-12 18:50:00.000,174.9201,174.9201,174.8448,174.9,14492
2025-12-12 18:55:00.000,174.9,174.97,174.8999,174.97,27139
2025-12-12 19:00:00.000,174.98,174.99,174.9397,174.9601,12876
2025-12-12 19:05:00.000,174.9566,174.99,174.9566,174.9799,12026
2025-12-12 19:10:00.000,174.98,175.02,174.9448,174.9496,13953
2025-12-12 19:15:00.000,174.94,174.98,174.93,174.98,18815
2025-12-12 19:20:00.000,174.97,174.99,174.9501,174.99,6497
2025-12-12 19:25:00.000,174.98,175.02,174.96,175.0,20512
2025-12-12 19:30:00.000,175.0,175.1,175.0,175.0602,37178
2025-12-12 19:35:00.000,175.0699,175.1496,175.06,175.12,18523
2025-12-12 19:40:00.000,175.1194,175.12,175.09,175.09,17503
2025-12-12 19:45:00.000,175.0929,175.2899,175.09,175.28,38944
2025-12-12 19:50:00.000,175.26,175.38,175.2508,175.26,41636
2025-12-12 19:55:00.000,175.3166,175.3166,175.15,175.17,27125
2025-12-14 20:00:00.000,175.17,175.99,171.22,175.41,3563
2025-12-14 20:05:00.000,175.41,175.63,175.39,175.56,1189
2025-12-14 20:10:00.000,175.55,175.66,175.55,175.66,115
2025-12-14 20:15:00.000,175.67,175.68,175.57,175.57,666
2025-12-14 20:20:00.000,175.64,175.73,175.63,175.69,1593
2025-12-14 20:25:00.000,175.68,175.88,175.66,175.88,665
2025-12-14 20:30:00.000,175.86,176.4,175.86,176.2,3259
2025-12-14 20:35:00.000,176.28,176.41,176.25,176.41,1900
2025-12-14 20:40:00.000,176.38,176.44,176.29,176.29,1202
2025-12-14 20:45:00.000,176.21,176.21,176.05,176.08,1080
2025-12-14 20:50:00.000,176.15,176.18,176.15,176.18,494
2025-12-14 20:55:00.000,176.31,176.42,176.31,176.35,571
2025-12-14 21:00:00.000,176.37,176.41,176.37,176.41,301
2025-12-14 21:05:00.000,176.41,176.42,176.33,176.34,393
2025-12-14 21:10:00.000,176.29,176.29,176.29,176.29,1
2025-12-14 21:15:00.000,176.33,176.33,176.32,176.33,115
2025-12-14 21:20:00.000,176.3,176.3,176.2,176.23,392
2025-12-14 21:25:00.000,176.22,176.22,176.06,176.06,479
2025-12-14 21:30:00.000,176.19,176.19,176.13,176.19,255
2025-12-14 21:35:00.000,176.19,176.26,176.15,176.15,211
2025-12-14 21:40:00.000,176.19,176.2,176.19,176.2,262
2025-12-14 21:45:00.000,176.16,176.16,176.16,176.16,21
2025-12-14 21:50:00.000,176.21,176.25,176.21,176.23,323
2025-12-14 21:55:00.000,176.24,176.34,176.24,176.34,270
2025-12-14 22:00:00.000,176.35,176.47,176.35,176.41,2141
2025-12-14 22:05:00.000,176.36,176.36,176.36,176.36,19
2025-12-14 22:10:00.000,176.37,176.37,176.29,176.29,300
2025-12-14 22:20:00.000,176.21,176.21,176.21,176.21,123
2025-12-14 22:25:00.000,176.19,176.25,176.19,176.25,206
2025-12-14 22:30:00.000,176.24,176.28,176.24,176.26,27
2025-12-14 22:35:00.000,176.25,176.25,176.25,176.25,6
2025-12-14 22:40:00.000,176.24,176.24,176.21,176.21,224
2025-12-14 22:45:00.000,176.18,176.28,176.18,176.28,830
2025-12-14 22:50:00.000,176.2,176.2,176.15,176.15,259
2025-12-14 23:00:00.000,176.13,176.17,176.13,176.17,183
2025-12-14 23:10:00.000,176.17,176.17,176.13,176.13,8
2025-12-14 23:15:00.000,176.09,176.09,176.08,176.08,375
2025-12-14 23:20:00.000,176.02,176.08,175.99,176.08,314
2025-12-14 23:25:00.000,176.08,176.14,176.08,176.14,502
2025-12-14 23:30:00.000,176.07,176.09,175.91,175.91,719
2025-12-14 23:35:00.000,175.84,175.93,175.84,175.93,181
2025-12-14 23:40:00.000,176.01,176.04,176.0,176.01,495
2025-12-14 23:45:00.000,176.1,176.11,176.1,176.11,58
2025-12-14 23:50:00.000,176.05,176.05,175.74,175.83,2015
2025-12-14 23:55:00.000,175.85,176.07,175.85,176.06,567
2025-12-15 00:00:00.000,175.98,176.0,175.98,175.98,375
2025-12-15 00:05:00.000,175.98,175.98,175.94,175.94,201
2025-12-15 00:10:00.000,175.96,175.96,175.96,175.96,1
2025-12-15 00:15:00.000,176.09,176.09,176.09,176.09,86
2025-12-15 00:20:00.000,176.09,176.14,176.07,176.14,472
2025-12-15 00:25:00.000,176.12,176.12,176.12,176.12,200
2025-12-15 00:40:00.000,176.13,176.22,176.13,176.22,311
2025-12-15 00:45:00.000,176.22,176.22,176.22,176.22,50
2025-12-15 00:50:00.000,176.22,176.22,176.21,176.21,226
2025-12-15 01:00:00.000,176.17,176.17,176.17,176.17,23
2025-12-15 01:05:00.000,176.17,176.17,176.13,176.13,509
2025-12-15 01:15:00.000,176.15,176.19,176.13,176.19,183
2025-12-15 01:20:00.000,176.21,176.22,176.18,176.2,602
2025-12-15 01:25:00.000,176.2,176.2,176.18,176.18,71
2025-12-15 01:30:00.000,176.14,176.16,176.14,176.16,3
2025-12-15 01:35:00.000,176.14,176.14,176.14,176.14,157
2025-12-15 01:45:00.000,176.16,176.21,176.16,176.21,27
2025-12-15 01:50:00.000,176.2,176.2,176.2,176.2,7
2025-12-15 01:55:00.000,176.24,176.24,176.24,176.24,134
2025-12-15 02:00:00.000,176.23,176.35,176.23,176.35,551
2025-12-15 02:10:00.000,176.32,176.34,176.32,176.34,1037
2025-12-15 02:15:00.000,176.39,176.39,176.37,176.37,718
2025-12-15 02:20:00.000,176.39,176.43,176.39,176.42,380
2025-12-15 02:25:00.000,176.44,176.44,176.26,176.31,625
2025-12-15 02:30:00.000,176.32,176.32,176.16,176.16,482
2025-12-15 02:35:00.000,176.26,176.26,176.19,176.19,694
2025-12-15 02:40:00.000,176.21,176.21,176.21,176.21,90
2025-12-15 02:45:00.000,176.23,176.25,176.22,176.25,88
2025-12-15 02:50:00.000,176.14,176.16,176.14,176.16,104
2025-12-15 02:55:00.000,176.22,176.24,176.22,176.22,83
2025-12-15 03:00:00.000,176.24,176.32,176.23,176.24,412
2025-12-15 03:05:00.000,176.25,176.27,176.19,176.19,618
2025-12-15 03:10:00.000,176.17,176.17,176.09,176.09,105
2025-12-15 03:15:00.000,176.0,176.0,175.8,175.95,761
2025-12-15 03:20:00.000,176.0,176.02,175.96,176.02,58
2025-12-15 03:25:00.000,176.06,176.06,176.06,176.06,584
2025-12-15 03:30:00.000,176.01,176.03,175.98,175.98,80
2025-12-15 03:35:00.000,175.97,176.22,175.95,176.2,32
2025-12-15 03:45:00.000,176.29,176.29,176.28,176.28,21
2025-12-15 03:50:00.000,176.32,176.32,176.32,176.32,2
2025-12-15 03:55:00.000,176.27,176.27,176.27,176.27,4
2025-12-15 04:00:00.000,176.22,176.28,176.14,176.18,3668
2025-12-15 04:05:00.000,176.19,176.22,176.14,176.22,3521
2025-12-15 04:10:00.000,176.2,176.56,176.17,176.56,8745
2025-12-15 04:15:00.000,176.52,176.81,176.5,176.67,13207
2025-12-15 04:20:00.000,176.71,177.05,176.71,177.05,7569
2025-12-15 04:25:00.000,177.09,177.13,177.05,177.05,5302
2025-12-15 04:30:00.000,177.06,177.23,177.05,177.17,2351
2025-12-15 04:35:00.000,177.12,177.12,177.0,177.0,3927
2025-12-15 04:40:00.000,177.02,177.11,177.02,177.1,967
2025-12-15 04:45:00.000,177.1,177.2,177.1,177.12,1475
2025-12-15 04:50:00.000,177.12,177.21,177.12,177.21,1732
2025-12-15 04:55:00.000,177.2,177.2,177.05,177.08,2329
2025-12-15 05:00:00.000,177.07,177.09,177.02,177.09,2324
2025-12-15 05:05:00.000,177.04,177.11,177.04,177.06,800
2025-12-15 05:10:00.000,177.09,177.09,177.0,177.05,6675
2025-12-15 05:15:00.000,177.04,177.1,177.04,177.1,8090
2025-12-15 05:20:00.000,177.07,177.08,177.07,177.08,393
2025-12-15 05:25:00.000,177.02,177.07,177.02,177.07,667
2025-12-15 05:30:00.000,177.0,177.0,176.7,176.7,5131
2025-12-15 05:35:00.000,176.71,176.72,176.51,176.63,2058
2025-12-15 05:40:00.000,176.66,176.66,176.62,176.62,250
2025-12-15 05:45:00.000,176.68,176.75,176.6,176.6,928
2025-12-15 05:50:00.000,176.56,177.0,176.56,177.0,994
2025-12-15 05:55:00.000,176.88,176.89,176.83,176.86,2280
2025-12-15 06:00:00.000,176.88,176.9,176.75,176.89,707
2025-12-15 06:05:00.000,176.9,176.91,176.81,176.9,3387
2025-12-15 06:10:00.000,176.9,176.95,176.82,176.84,1927
2025-12-15 06:15:00.000,176.89,176.99,176.89,176.96,2021
2025-12-15 06:20:00.000,176.99,177.2,176.97,177.2,5139
2025-12-15 06:25:00.000,177.25,177.25,177.09,177.11,3189
2025-12-15 06:30:00.000,177.21,177.28,177.15,177.15,4251
2025-12-15 06:35:00.000,177.12,177.16,177.06,177.16,4678
2025-12-15 06:40:00.000,177.23,177.23,177.15,177.18,3590
2025-12-15 06:45:00.000,177.2,177.2,176.94,176.98,7614
2025-12-15 06:50:00.000,177.05,177.1,177.02,177.07,3646
2025-12-15 06:55:00.000,176.93,176.93,176.8,176.83,3708
